filename1	filename2	distance
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	b1af67bcfaa99c369960580f86e7c1a42fc473dd85a0a4d3b1c989a6bc138a42	27
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	005d2d373e7ba5ee42010870b9f9bf829213a42b2dd3c4f3f4405c8b904641f2	0
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	9fbeb629ea0dc72ac8db680855984d51b28c1195e48abff2e68b0228f49d5b0f	20
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	4c8a433ed99cc4b6994b2e1df59eb171f326373ba100a3653eb37e8a8ee2e6f2	40
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	0fc7154ebd80ea5d81d82e3a4920cb2699a8dd7c31100ca8ec0693a7bd4af8b7	27
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	e0c46e23bd1b5b96123e0c64914484bbfae7a7ad13cbd45184035d4c0f8a10a2	49
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	b0b4550ba09080e02c8a15cec8b5aeaa9fbb193cec1d92c793bdede78a70cec6	25
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	b83c41763b5e861e15614d3d6ab8573c7948bf176143ee4142516e9b8bcb4423	29
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	700b05fede8afe3573b6fec81452d4b09c29adb003cdacb762c8b53d84709901	51
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	c33a905e513005cee9071ed10933b8e6a11be2335755660e3f7b2adf554f704a	49
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	1a1fe7b6455153152037668d47c7c42a068b334b91949739ed93256d5e3fbd89	25
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	a9a89bb76c6f06277b729bc2de5e1aaef05fc0d9675edbc0895c7591c35f17eb	25
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	7e1355e51eb9c38e006368de1ae80b268ffab6918237696474f50802e3d8a9c8	20
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	14bde11c50a2df2401831fea50760dd6cf9a492a3a98753ab3b1c6ce4d079196	20
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	4d59a7739f15c17f144587762447d5abb81c01f16224a3f7ce5897d1b6f7ee77	13
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	ebbf30e06de3a25f76cf43c72c521d14a27053e4d9be566b41f50c41bea3a7a9	49
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	b72188ba545ad865eb34954afbbdf2c9e8ebc465a87c5122cebb711f41005939	15
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	0f7a8611deea696b2b36e44ea652c8979e296b623e841796a4ea4b6916b39e7c	27
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	3f7b0d15f4cbe63e57fb06b57575bf6dd9eb777c737b0886250166768169fc6c	41
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	9ee1a587acaddb45481aebd5778a6c293fe94f70fe89b4961098eb7ba32624a8	29
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	4ee84419fb9267081480954f1be176095a45fe299078dfa95f980e513b46a020	20
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	4fdc37f59801976606849882095992efecee0931ece77d74015113123643796e	25
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	6a698edb366f25f156e4b481639903d816c5f5525668f65e2c097ef682afc269	25
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	975f9ce0769a079e99f06870122e9c4d394dfd51a6020818feeef9ccdb8b0614	0
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	b2f5edef0e599005e205443b20f6ffd9804681b260eec52fa2f7533622f46a6c	21
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	b02c420e6f8a977cd254cd69281a7e8ce8026bda3fc594e1fc550c3b5e41565d	29
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	5fc108db5114be4174cb9365f86a17e25164a05cc1e90ef9ee29ab30abed3a13	25
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	9528a97d8d73b0dbed2ac496991f0a2eecc5a857d22e994d227ae7c3bef7296f	27
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	a61725f3b57fd45487688ad06f152d0db139a6cb29f3515ea90ffe15cb7e9a7a	49
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	10d21d4bf93e78a059a32b0210bd7891e349aabe88d0184d162c104b1e8bee2e	15
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	fad2e8293cf38eec695b1b5c012e187999bd94fbcad91d8f110605a9709c31b3	66
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	0db336cab2ca69d630d6b7676e5eab86252673b1197b34cf4e3351807229f12a	57
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	db8975fd6c04a7d3790eb73ab8e95b6dbf6c9d65ad5c6a6d3c862d0284f87c34	40
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	18f24841651461bd84a5eac08be9bce9eab54b133b0e837d5298dac44e199d5f	31
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	cb4a93864a19fc14c1e5221912f8e7f409b5b8d835f1b3acc3712b80e4a909f1	25
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	0222f6bdfd21c41650bcb056f618ee9e4724e722b3abcd8731b92a99167c6f8d	25
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	2bef4a398a88749828afac59b773ae8b31c8e4e5b499aad516dd39ada1a11eca	25
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	b0b0cb50456a989114468733428ca9ef8096b18bce256634811ddf81f2119274	25
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	7963f8606e4c0e7502a813969a04e1266e7cd20708bef19c338e8933c1b85eda	25
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	ff07325f5454c46e883fefc7106829f75c27e3aaf312eb3ab50525faba51c23c	25
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	7419f0798c70888e7197f69ed1091620b2c6fbefead086b5faf23badf0474044	76
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	f24ee966ef2dd31204b900b5c7eb7e367bc18ff92a13422d800c25dbb1de1e99	45
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	75f728fa692347e096386acd19a5da9b02dca372b66918be7171c522d9c6b42d	25
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	506c90747976c4cc3296a4a8b85f388ab97b6c1cfae11096f95977641b8f8b6f	0
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	fa1bc7d6f03a49af50f7153814a078a32f24f353c9cb2b8e3f329888f2b37a6e	25
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	c532d19652ea6d4e0ebb509766de1ec594dd80152f92f7ef6b80ad29d2aa8cf4	57
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	dfc24fa837b6cd3210e7ea0802db3dcf7bb1f85bff2c1b4bda4c3c599821bf8c	42
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	2d9d61ce6c01329808db1ca466c1c5fbf405e4e869ed04c59f0e45d7ad12f25b	27
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	6ee2fd3994acdbb9a1b1680ccd3ac4b7dcb077b30b44c8677252202a03dccf79	25
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	7d7d9a9df8b8ffd0a0c652a3d41b9a5352efb19424e42942aaf26196c9698019	45
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	89da9a4a5c26b7818e5660b33941b45c8838fa7cfa15685adfe83ff84463799a	27
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	82d2779e90cbc9078aa70d7dc6957ff0d6d06c127701c820971c9c572ba3058e	25
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	ec62c984941954f0eb4f3e8baee455410a9dc0deb222360d376e28981c53b1a0	39
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	f4a56c86e2903d509ede20609182fbe001b3a3ca05f8c23c597189935d4f71b8	57
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	d4d4aa7d621379645d28f3a16b3ba41b971216869f5448ea5c1fc2e78cfecb26	10
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	8ab3879ed4b1601feb0de11637c9c4d1baeb5266f399d822f565299e5c1cd0c4	25
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	9ef2d114c329c169e7b62f89a02d3f7395cb487fcd6cff4e7cac1eb198407ba6	26
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	b8ce958f56087c6cd55fa2131a1cd3256063e7c73adf36af313054b0f17b7b43	25
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	df3b1ad5445d628c24c1308aa6cb476bd9a06f0095a2b285927964339866b2c3	29
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	c222122fe3e1206ba2363c17fb37ae2f8e271840e17b3bb9ba5359f2793f9574	39
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	4715a5009de403edd2dd480cf5c78531ee937381f2e69e0fb265b2e9f81f15c4	25
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	39e8455d21447e32141dc064eb7504c6925f823bf6d9c8ce004d44cb8facc80b	13
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	9ef7dbd3da51332a78eff19146d21c82957821e464e8133e9594a07d716d892d	25
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	14736be09a7652d206cd6ab35375116ec4fad499bb1b47567e4fd56dcfcd22ea	120
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	a196c6b8ffcb97ffb276d04f354696e2391311db3841ae16c8c9f56f36a38e92	95
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	f0fd55b743a2e8f995820884e6e684f1150e7a6369712afe9edb57ffd09ad4c1_MicrosoftOfficeDashboard.exe_	59
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	0d0a675516f1ff9247f74df31e90f06b0fea160953e5e3bada5d1c8304cfbe63_ OfficeTemplate.exe_	15
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	878450da2e44f5c89ce1af91479b9a9491fe45211fee312354dfe69e967622db_ OfficeTemplate.exe_	15
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	eee1d29a425231d981efbc25b6d87fdb9ca9c0e4e3eb393472d5967f7649a1e6_MicrosoftOfficeDashboard.exe_	59
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	80e6a9079deffd6837363709f230f6ab3b2fe80af5ad30e46f6470a0c73e75a7_MicrosoftOfficeDashboard.exe_	59
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	8e77118d819681fdc49ce3362d8bfd8f51f8469353396be7113c5a8978a171f6_graphsteel	47
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	47a734e624dac47b9043606c8833001dde8f341d71f77129da2eade4e02b3878_graphsteel	47
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	dcbbae5a1c61dbbbb7dcd6dc5dd1eb1169f5329958d38b58c3fd9384081c9b78	45
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	29decd1e88b297aa67fef6e14e39889cfd2454c581b9371a1003b63a28324d0f	0
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	9d7c3463d4a4f4390313c214c7a79042b4525ae639e151b5ec8a560b0dd5bd0a	25
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	0f9f31bbc69c8174b492cf177c2fbaf627fcdb5ac4473ca5589aa2be75cee735	46
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	34ca75a8c190f20b8a7596afeb255f2228cb2467bd210b2637965b61ac7ea907	93
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	c44be5ed5c4bec2be72ce9737bde5a2d48fe5fb0ea235ddc61ba447b26642949.exe	57
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	dd5c9e4e92ddde4387489516e56c4062f553094443843cd9f7f2d7075389a6db.exe	41
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	4099830655dbc477365fca2886698ac9d2581b3e4b332aab7da277de0b16f090.exe	41
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	239a1d2fce7240890ecd8452246087bcb4dd023e07694ccbc1f5c9d1f8e22cbf.exe	27
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	856264ab9b4ebdbebd4198a8a142a336d808a4d8d913f7d0991a0510e7cbcb80.exe	41
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	8b689ec0d11e1edb4ef386a5947d4f00bb60110b8258908f04ff6520beec7c46.exe	27
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	3097d80d4aa3abf2599058bf58d85aa8cec6ca6894c13c6d360dce162a5dd626.exe	20
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	bfdb3f1a50f061faa7dfc49ba507364d3def60c0eb7f588c94a268742860f87e.exe	59
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	f913515b1bebffae8e090b726ae7fb6e08a7213e1ac9636ee250d5b861fc5038.exe	59
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	1ab42121bb45028a17a3438b65a3634adb7d673a4e1291efeabf227a4e016cfb.exe	67
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	9d8cd5911f7f5af68766a47494b6ae47a1a6f461174f6ed06f2e0d487a8d5043.exe	59
320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	3ea6df18492d21811421659c4cf9b88e64c316f2bef8a19766b0c79012476cac.exe	25
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	c6c47d3d7e56213f0d0ced379c64e166ed5a86308ea96856163a4e0155b1fc6e	13
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	ffad5217eb782aced4ab2c746b49891b496e1b90331ca24186f8349a5fa71a28	25
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	9ec80626504ca869f5e731aef720e446936333aaf6ab32bae03c0de3c2299f34	40
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	f58c41d83c0f1c1e8c1c3bd99ab6deabb14a763b54a3c5f1e821210c0536c3ff	13
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	2762cbc81056348f2816de01e93d43398ba65354252c97928a56031e32ec776f	27
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	187e0a02620b7775c2a8f88d5b27e80b5d419ad156afc50ef217a95547d0feaa	76
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	afdc010fc134b0b4a8b8788d084c6b0cff9ea255d84032571e038f1a29b56d0a	76
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	cd93f6df63187e3ac31ea56339f9b859b0f4fbe3e73e1c07192cef4c9a6f8b08	0
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	e8207e8c31a8613112223d126d4f12e7a5f8caf4acaaf40834302ce49f37cc9c	72
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	1e6596320a3fa48d8c13609a66e639b35fb1e9caae378552956aa9659809162b	13
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	9a72e56ac0f1badd3ca761b53e9998a7e0525f2055dbec01d867f62bdb30418e	27
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	0e1e2f87699a24d1d7b0d984c3622971028a0cafaf665c791c70215f76c7c8fe	41
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	cb6c05b2e9d8e3c384b7eabacde32fc3ac2f9663c63b9908e876712582bf2293	25
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	7eb1dc1719f0918828cc8349ee56ca5e6bbde7cada3bc67a11d7ff7f420c7871	26
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	ec8868287e3f0f851ff7a2b0e7352055b591a2b2cb1c2a76c53885dee66562dc	13
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	3075a467e89643d1f37e9413a2b38328fbec4dd1717ae57128fdf1da2fe39819	29
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	bd83e801b836906bab4854351b4d6000e0a435736524a504b9839b5f7bdf97cc	25
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	619393d5caf08cf12e3e447e71b139a064978216122e40f769ac8838a7edfca4	38
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	61f5e96ec124fef0c11d8152ee7c6441da0ea954534ace3f5f5ec631dd4f1196	45
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	707971879e65cbd70fd371ae76767d3a7bff028b56204ca64f27e93609c8c473	52
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	ec3c0afccfef11f753a408c859d98bbba4841e87f7f1a48573270c0d82252b03	40
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	b1af67bcfaa99c369960580f86e7c1a42fc473dd85a0a4d3b1c989a6bc138a42	27
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	005d2d373e7ba5ee42010870b9f9bf829213a42b2dd3c4f3f4405c8b904641f2	0
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	9fbeb629ea0dc72ac8db680855984d51b28c1195e48abff2e68b0228f49d5b0f	20
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	4c8a433ed99cc4b6994b2e1df59eb171f326373ba100a3653eb37e8a8ee2e6f2	40
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	0fc7154ebd80ea5d81d82e3a4920cb2699a8dd7c31100ca8ec0693a7bd4af8b7	27
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	e0c46e23bd1b5b96123e0c64914484bbfae7a7ad13cbd45184035d4c0f8a10a2	49
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	b0b4550ba09080e02c8a15cec8b5aeaa9fbb193cec1d92c793bdede78a70cec6	25
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	b83c41763b5e861e15614d3d6ab8573c7948bf176143ee4142516e9b8bcb4423	29
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	700b05fede8afe3573b6fec81452d4b09c29adb003cdacb762c8b53d84709901	51
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	c33a905e513005cee9071ed10933b8e6a11be2335755660e3f7b2adf554f704a	49
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	1a1fe7b6455153152037668d47c7c42a068b334b91949739ed93256d5e3fbd89	25
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	a9a89bb76c6f06277b729bc2de5e1aaef05fc0d9675edbc0895c7591c35f17eb	25
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	7e1355e51eb9c38e006368de1ae80b268ffab6918237696474f50802e3d8a9c8	20
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	14bde11c50a2df2401831fea50760dd6cf9a492a3a98753ab3b1c6ce4d079196	20
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	4d59a7739f15c17f144587762447d5abb81c01f16224a3f7ce5897d1b6f7ee77	13
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	ebbf30e06de3a25f76cf43c72c521d14a27053e4d9be566b41f50c41bea3a7a9	49
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	b72188ba545ad865eb34954afbbdf2c9e8ebc465a87c5122cebb711f41005939	15
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	0f7a8611deea696b2b36e44ea652c8979e296b623e841796a4ea4b6916b39e7c	27
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	3f7b0d15f4cbe63e57fb06b57575bf6dd9eb777c737b0886250166768169fc6c	41
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	9ee1a587acaddb45481aebd5778a6c293fe94f70fe89b4961098eb7ba32624a8	29
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	4ee84419fb9267081480954f1be176095a45fe299078dfa95f980e513b46a020	20
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	4fdc37f59801976606849882095992efecee0931ece77d74015113123643796e	25
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	6a698edb366f25f156e4b481639903d816c5f5525668f65e2c097ef682afc269	25
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	975f9ce0769a079e99f06870122e9c4d394dfd51a6020818feeef9ccdb8b0614	0
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	b2f5edef0e599005e205443b20f6ffd9804681b260eec52fa2f7533622f46a6c	21
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	b02c420e6f8a977cd254cd69281a7e8ce8026bda3fc594e1fc550c3b5e41565d	29
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	5fc108db5114be4174cb9365f86a17e25164a05cc1e90ef9ee29ab30abed3a13	25
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	9528a97d8d73b0dbed2ac496991f0a2eecc5a857d22e994d227ae7c3bef7296f	27
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	a61725f3b57fd45487688ad06f152d0db139a6cb29f3515ea90ffe15cb7e9a7a	49
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	10d21d4bf93e78a059a32b0210bd7891e349aabe88d0184d162c104b1e8bee2e	15
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	fad2e8293cf38eec695b1b5c012e187999bd94fbcad91d8f110605a9709c31b3	66
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	0db336cab2ca69d630d6b7676e5eab86252673b1197b34cf4e3351807229f12a	57
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	db8975fd6c04a7d3790eb73ab8e95b6dbf6c9d65ad5c6a6d3c862d0284f87c34	40
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	18f24841651461bd84a5eac08be9bce9eab54b133b0e837d5298dac44e199d5f	31
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	cb4a93864a19fc14c1e5221912f8e7f409b5b8d835f1b3acc3712b80e4a909f1	25
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	0222f6bdfd21c41650bcb056f618ee9e4724e722b3abcd8731b92a99167c6f8d	25
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	2bef4a398a88749828afac59b773ae8b31c8e4e5b499aad516dd39ada1a11eca	25
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	b0b0cb50456a989114468733428ca9ef8096b18bce256634811ddf81f2119274	25
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	7963f8606e4c0e7502a813969a04e1266e7cd20708bef19c338e8933c1b85eda	25
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	ff07325f5454c46e883fefc7106829f75c27e3aaf312eb3ab50525faba51c23c	25
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	7419f0798c70888e7197f69ed1091620b2c6fbefead086b5faf23badf0474044	76
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	f24ee966ef2dd31204b900b5c7eb7e367bc18ff92a13422d800c25dbb1de1e99	45
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	75f728fa692347e096386acd19a5da9b02dca372b66918be7171c522d9c6b42d	25
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	506c90747976c4cc3296a4a8b85f388ab97b6c1cfae11096f95977641b8f8b6f	0
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	fa1bc7d6f03a49af50f7153814a078a32f24f353c9cb2b8e3f329888f2b37a6e	25
27868ae50b849506121c36b00d92afe3115ce2f041cc28476db8dfc0cc1d6908	c532d19652ea6d4e0ebb509766de1ec594dd80152f92f7ef6b80ad29d2aa8cf4	57
